# Iterations  ResRho  ResRhoU  ResRhoV  ResRhoW  ResRhoE  ResTrb
VARIABLES=iterations ResRho  ResRhoU  ResRhoV  ResRhoW  ResRhoE  ResTrb
1871 2.743601e-04 2.896671e-03 9.449706e-04 9.478729e-04 1.792068e-02 7.039488e-09
1872 2.825975e-04 2.834159e-03 9.385176e-04 9.015846e-04 1.841086e-02 7.124060e-09
1873 2.885214e-04 2.775314e-03 9.459869e-04 8.584448e-04 1.874830e-02 7.184170e-09
1874 2.916616e-04 2.718074e-03 9.630611e-04 8.259797e-04 1.891340e-02 7.220825e-09
1875 2.919565e-04 2.663111e-03 9.876530e-04 7.973527e-04 1.889903e-02 7.239161e-09
1876 2.897327e-04 2.609994e-03 1.014040e-03 7.814741e-04 1.873037e-02 7.244395e-09
1877 2.859009e-04 2.558706e-03 1.035573e-03 7.650546e-04 1.845575e-02 7.245028e-09
1878 2.811810e-04 2.508716e-03 1.048401e-03 7.603277e-04 1.812581e-02 7.244965e-09
1879 2.763503e-04 2.461054e-03 1.047359e-03 7.519016e-04 1.778162e-02 7.249322e-09
1880 2.725464e-04 2.415945e-03 1.031990e-03 7.509310e-04 1.750324e-02 7.261845e-09
1881 2.703608e-04 2.374969e-03 1.004604e-03 7.448154e-04 1.732509e-02 7.280039e-09
1882 2.698056e-04 2.339515e-03 9.716324e-04 7.404135e-04 1.725511e-02 7.303607e-09
1883 2.705418e-04 2.311675e-03 9.386376e-04 7.284686e-04 1.726935e-02 7.327356e-09
1884 2.718725e-04 2.292561e-03 9.140155e-04 7.166649e-04 1.733222e-02 7.351073e-09
1885 2.728363e-04 2.283087e-03 9.039068e-04 7.025001e-04 1.738264e-02 7.371339e-09
1886 2.728936e-04 2.282737e-03 9.118757e-04 6.901784e-04 1.739076e-02 7.384890e-09
1887 2.714452e-04 2.291454e-03 9.363240e-04 6.797244e-04 1.731301e-02 7.389297e-09
1888 2.685554e-04 2.308611e-03 9.720957e-04 6.702492e-04 1.715750e-02 7.384449e-09
1889 2.639865e-04 2.333174e-03 1.011886e-03 6.646033e-04 1.690333e-02 7.370522e-09
1890 2.579581e-04 2.363269e-03 1.048845e-03 6.570996e-04 1.656816e-02 7.350986e-09
1891 2.508079e-04 2.396584e-03 1.076938e-03 6.539548e-04 1.616547e-02 7.329846e-09
1892 2.427166e-04 2.430380e-03 1.092582e-03 6.462148e-04 1.571330e-02 7.310460e-09
1893 2.342629e-04 2.462446e-03 1.093548e-03 6.424908e-04 1.523980e-02 7.296310e-09
1894 2.259231e-04 2.490493e-03 1.080492e-03 6.302292e-04 1.478272e-02 7.287274e-09
1895 2.185261e-04 2.512425e-03 1.056538e-03 6.210961e-04 1.438443e-02 7.281549e-09
1896 2.130094e-04 2.526237e-03 1.025033e-03 6.017985e-04 1.411232e-02 7.275366e-09
1897 2.101411e-04 2.530558e-03 9.905388e-04 5.872367e-04 1.400082e-02 7.264860e-09
1898 2.111793e-04 2.524668e-03 9.576511e-04 5.623345e-04 1.413080e-02 7.246092e-09
1899 2.159701e-04 2.508079e-03 9.291873e-04 5.447419e-04 1.448133e-02 7.216504e-09
1900 2.254198e-04 2.480977e-03 9.066729e-04 5.190540e-04 1.511423e-02 7.177594e-09
1901 2.382214e-04 2.443876e-03 8.902961e-04 5.033511e-04 1.594393e-02 7.130270e-09
1902 2.545068e-04 2.397438e-03 8.778537e-04 4.824231e-04 1.698285e-02 7.078702e-09
1903 2.719085e-04 2.343629e-03 8.674808e-04 4.742825e-04 1.808607e-02 7.026215e-09
1904 2.897374e-04 2.283646e-03 8.586512e-04 4.632859e-04 1.921218e-02 6.977081e-09
1905 3.060553e-04 2.219444e-03 8.505731e-04 4.625132e-04 2.024223e-02 6.934248e-09
1906 3.205600e-04 2.152577e-03 8.429022e-04 4.583550e-04 2.115677e-02 6.899002e-09
1907 3.319897e-04 2.085193e-03 8.349867e-04 4.611479e-04 2.187652e-02 6.875311e-09
1908 3.405252e-04 2.018397e-03 8.273230e-04 4.619300e-04 2.240944e-02 6.862896e-09
1909 3.465799e-04 1.953843e-03 8.207998e-04 4.678230e-04 2.278169e-02 6.859988e-09
1910 3.504128e-04 1.892493e-03 8.144974e-04 4.733669e-04 2.301099e-02 6.865525e-09
1911 3.524536e-04 1.835541e-03 8.073703e-04 4.801466e-04 2.312541e-02 6.877813e-09
1912 3.534070e-04 1.783329e-03 7.992477e-04 4.864317e-04 2.316969e-02 6.894807e-09
1913 3.539191e-04 1.736501e-03 7.906012e-04 4.917149e-04 2.318500e-02 6.913215e-09
1914 3.544403e-04 1.695276e-03 7.814164e-04 4.947281e-04 2.320101e-02 6.930072e-09
1915 3.551574e-04 1.660226e-03 7.707727e-04 4.955102e-04 2.323001e-02 6.944757e-09
1916 3.559106e-04 1.630649e-03 7.585634e-04 4.933337e-04 2.326323e-02 6.956268e-09
1917 3.562989e-04 1.606558e-03 7.440225e-04 4.874872e-04 2.327385e-02 6.966094e-09
1918 3.562693e-04 1.588076e-03 7.271217e-04 4.787599e-04 2.325606e-02 6.974454e-09
1919 3.552810e-04 1.574660e-03 7.073088e-04 4.654670e-04 2.317347e-02 6.981883e-09
1920 3.527970e-04 1.565045e-03 6.857540e-04 4.542655e-04 2.299492e-02 6.987192e-09
1921 3.484849e-04 1.559633e-03 6.606156e-04 4.404493e-04 2.269741e-02 6.990196e-09
1922 3.416344e-04 1.557652e-03 6.320694e-04 4.310579e-04 2.223581e-02 6.990875e-09
1923 3.320921e-04 1.558824e-03 6.026090e-04 4.211119e-04 2.160063e-02 6.990471e-09
1924 3.197693e-04 1.562286e-03 5.756932e-04 4.185580e-04 2.078671e-02 6.988590e-09
1925 3.044803e-04 1.568312e-03 5.540547e-04 4.158175e-04 1.978305e-02 6.985882e-09
1926 2.860960e-04 1.575850e-03 5.403494e-04 4.186665e-04 1.858534e-02 6.981621e-09
1927 2.646499e-04 1.584096e-03 5.357368e-04 4.211303e-04 1.719032e-02 6.978138e-09
1928 2.405597e-04 1.591250e-03 5.385455e-04 4.284129e-04 1.562757e-02 6.975903e-09
1929 2.141161e-04 1.596556e-03 5.469777e-04 4.327705e-04 1.390851e-02 6.977538e-09
1930 1.865140e-04 1.598615e-03 5.578794e-04 4.391699e-04 1.211064e-02 6.983471e-09
1931 1.587774e-04 1.596659e-03 5.684023e-04 4.370740e-04 1.028663e-02 6.994036e-09
1932 1.318796e-04 1.588225e-03 5.748694e-04 4.389456e-04 8.496268e-03 7.009997e-09
1933 1.086372e-04 1.573587e-03 5.755295e-04 4.289644e-04 6.885467e-03 7.031809e-09
1934 9.221184e-05 1.551494e-03 5.703897e-04 4.265393e-04 5.661147e-03 7.058226e-09
1935 8.714294e-05 1.523088e-03 5.597099e-04 4.153508e-04 5.125390e-03 7.087578e-09
1936 9.291660e-05 1.488324e-03 5.448878e-04 4.083946e-04 5.344985e-03 7.120252e-09
1937 1.072977e-04 1.449449e-03 5.268581e-04 3.954008e-04 6.178632e-03 7.154170e-09
1938 1.242402e-04 1.407280e-03 5.081397e-04 3.879834e-04 7.230996e-03 7.188293e-09
1939 1.420273e-04 1.364753e-03 4.913195e-04 3.767455e-04 8.336733e-03 7.221227e-09
1940 1.576515e-04 1.324104e-03 4.781790e-04 3.696706e-04 9.314269e-03 7.252213e-09
1941 1.713364e-04 1.288499e-03 4.701146e-04 3.632554e-04 1.015951e-02 7.280357e-09
1942 1.816968e-04 1.259666e-03 4.678559e-04 3.596926e-04 1.079852e-02 7.306960e-09
1943 1.895723e-04 1.239471e-03 4.709429e-04 3.579630e-04 1.127050e-02 7.331811e-09
1944 1.944142e-04 1.228417e-03 4.760355e-04 3.586883e-04 1.155324e-02 7.355934e-09
1945 1.975378e-04 1.225624e-03 4.820385e-04 3.612195e-04 1.172009e-02 7.379428e-09
1946 1.979183e-04 1.229690e-03 4.871785e-04 3.618630e-04 1.172065e-02 7.403072e-09
1947 1.965911e-04 1.238969e-03 4.896270e-04 3.622860e-04 1.160700e-02 7.425297e-09
1948 1.932691e-04 1.251563e-03 4.882444e-04 3.579143e-04 1.137497e-02 7.447290e-09
1949 1.891951e-04 1.265079e-03 4.829672e-04 3.553628e-04 1.109349e-02 7.467601e-09
1950 1.839230e-04 1.277741e-03 4.744862e-04 3.487971e-04 1.074858e-02 7.486569e-09
1951 1.780428e-04 1.288112e-03 4.636415e-04 3.443349e-04 1.036583e-02 7.504101e-09
1952 1.710961e-04 1.295150e-03 4.522046e-04 3.356094e-04 9.930374e-03 7.519006e-09
1953 1.635491e-04 1.297813e-03 4.419682e-04 3.306899e-04 9.457403e-03 7.531616e-09
1954 1.552521e-04 1.296155e-03 4.328389e-04 3.231262e-04 8.950304e-03 7.542904e-09
1955 1.464975e-04 1.289558e-03 4.259892e-04 3.210232e-04 8.413685e-03 7.553760e-09
1956 1.373209e-04 1.278277e-03 4.219309e-04 3.167642e-04 7.865062e-03 7.565135e-09
1957 1.284474e-04 1.261670e-03 4.202738e-04 3.169159e-04 7.332042e-03 7.578435e-09
1958 1.201132e-04 1.240266e-03 4.191123e-04 3.149131e-04 6.849890e-03 7.594842e-09
1959 1.131066e-04 1.214265e-03 4.173716e-04 3.153067e-04 6.451630e-03 7.614907e-09
1960 1.077529e-04 1.184942e-03 4.148374e-04 3.127990e-04 6.178294e-03 7.638803e-09
1961 1.042539e-04 1.154035e-03 4.103459e-04 3.111590e-04 6.016495e-03 7.665488e-09
1962 1.021746e-04 1.123279e-03 4.036553e-04 3.073885e-04 5.959371e-03 7.695319e-09
1963 1.012361e-04 1.094096e-03 3.950159e-04 3.031507e-04 5.957478e-03 7.727185e-09
1964 1.006780e-04 1.068295e-03 3.847082e-04 2.979766e-04 5.983355e-03 7.760942e-09
1965 9.995701e-05 1.047029e-03 3.735134e-04 2.927885e-04 5.976407e-03 7.796300e-09
1966 9.865553e-05 1.031610e-03 3.624696e-04 2.884353e-04 5.937764e-03 7.834066e-09
1967 9.650960e-05 1.022175e-03 3.526631e-04 2.853926e-04 5.825451e-03 7.874014e-09
1968 9.334621e-05 1.019208e-03 3.447106e-04 2.821903e-04 5.655995e-03 7.916863e-09
1969 8.923861e-05 1.021462e-03 3.388417e-04 2.802225e-04 5.407976e-03 7.963183e-09
1970 8.447306e-05 1.027851e-03 3.344915e-04 2.769681e-04 5.129051e-03 8.013611e-09
1971 7.917001e-05 1.036606e-03 3.319546e-04 2.762218e-04 4.800847e-03 8.068126e-09
1972 7.404595e-05 1.046748e-03 3.295330e-04 2.731104e-04 4.499871e-03 8.127147e-09
1973 6.912859e-05 1.056316e-03 3.267627e-04 2.723125e-04 4.194667e-03 8.191052e-09
1974 6.532825e-05 1.063977e-03 3.233279e-04 2.676213e-04 3.976399e-03 8.254935e-09
1975 6.196910e-05 1.069461e-03 3.191771e-04 2.657719e-04 3.769521e-03 8.323907e-09
1976 5.983032e-05 1.072179e-03 3.147416e-04 2.601954e-04 3.656577e-03 8.392434e-09
1977 5.785758e-05 1.072177e-03 3.107621e-04 2.573016e-04 3.535743e-03 8.464707e-09
1978 5.651297e-05 1.069368e-03 3.066697e-04 2.513546e-04 3.471878e-03 8.536341e-09
1979 5.470346e-05 1.063675e-03 3.026475e-04 2.477233e-04 3.359744e-03 8.611103e-09
1980 5.322244e-05 1.055159e-03 2.991527e-04 2.423775e-04 3.284385e-03 8.682941e-09
1981 5.108334e-05 1.043379e-03 2.958195e-04 2.387419e-04 3.144929e-03 8.758696e-09
1982 4.877062e-05 1.028659e-03 2.929887e-04 2.351352e-04 3.012178e-03 8.831866e-09
1983 4.623069e-05 1.010801e-03 2.901620e-04 2.311724e-04 2.850335e-03 8.906853e-09
1984 4.359908e-05 9.900998e-04 2.871437e-04 2.283355e-04 2.702890e-03 8.978700e-09
1985 4.176815e-05 9.661781e-04 2.841577e-04 2.228569e-04 2.590533e-03 9.052213e-09
1986 4.041973e-05 9.397117e-04 2.808057e-04 2.198288e-04 2.530361e-03 9.124446e-09
1987 4.088064e-05 9.097276e-04 2.770591e-04 2.145214e-04 2.570103e-03 9.203168e-09
1988 4.205664e-05 8.782692e-04 2.731936e-04 2.122992e-04 2.671718e-03 9.281968e-09
1989 4.548850e-05 8.448196e-04 2.691301e-04 2.075480e-04 2.899890e-03 9.367158e-09
1990 4.919000e-05 8.112163e-04 2.651512e-04 2.059946e-04 3.158434e-03 9.454810e-09
1991 5.457511e-05 7.780839e-04 2.614666e-04 2.028640e-04 3.506254e-03 9.547379e-09
1992 5.950809e-05 7.464807e-04 2.578893e-04 2.013242e-04 3.836089e-03 9.643339e-09
1993 6.531068e-05 7.175745e-04 2.547921e-04 1.996903e-04 4.205993e-03 9.742990e-09
1994 7.001513e-05 6.916125e-04 2.513920e-04 1.974954e-04 4.517287e-03 9.848314e-09
1995 7.463236e-05 6.698155e-04 2.479544e-04 1.979157e-04 4.808813e-03 9.956172e-09
1996 7.738513e-05 6.520256e-04 2.441769e-04 1.943484e-04 4.993430e-03 1.006603e-08
1997 7.961686e-05 6.384364e-04 2.406996e-04 1.961894e-04 5.133797e-03 1.017851e-08
1998 7.966474e-05 6.283656e-04 2.373072e-04 1.910152e-04 5.144683e-03 1.029333e-08
1999 7.880231e-05 6.215930e-04 2.341451e-04 1.932040e-04 5.084969e-03 1.041066e-08
2000 7.576976e-05 6.173897e-04 2.313884e-04 1.871491e-04 4.895135e-03 1.053001e-08
2001 7.198035e-05 6.154080e-04 2.290040e-04 1.891777e-04 4.644528e-03 1.065123e-08
2002 6.625609e-05 6.147422e-04 2.267901e-04 1.835252e-04 4.277792e-03 1.077483e-08
2003 6.021482e-05 6.150064e-04 2.249033e-04 1.861190e-04 3.875525e-03 1.090066e-08
2004 5.267564e-05 6.152930e-04 2.230455e-04 1.809355e-04 3.380245e-03 1.102884e-08
2005 4.578915e-05 6.151832e-04 2.212146e-04 1.820201e-04 2.903402e-03 1.115897e-08
2006 3.852996e-05 6.141623e-04 2.194411e-04 1.770390e-04 2.399787e-03 1.129188e-08
2007 3.403343e-05 6.122741e-04 2.175222e-04 1.769952e-04 2.044847e-03 1.141568e-08
2008 3.083797e-05 6.094016e-04 2.151881e-04 1.726827e-04 1.773585e-03 1.154131e-08
2009 3.118395e-05 6.056922e-04 2.125441e-04 1.724061e-04 1.734320e-03 1.166622e-08
2010 3.308693e-05 6.012620e-04 2.097874e-04 1.697010e-04 1.826390e-03 1.179666e-08
2011 3.707305e-05 5.960580e-04 2.072220e-04 1.693199e-04 2.071319e-03 1.193576e-08
2012 4.111999e-05 5.902881e-04 2.044909e-04 1.661922e-04 2.336790e-03 1.207921e-08
2013 4.537502e-05 5.840631e-04 2.016680e-04 1.653990e-04 2.617384e-03 1.222395e-08
2014 4.876767e-05 5.775958e-04 1.989095e-04 1.625011e-04 2.850900e-03 1.237085e-08
2015 5.142034e-05 5.707874e-04 1.962191e-04 1.620210e-04 3.035976e-03 1.251973e-08
2016 5.302303e-05 5.639025e-04 1.937581e-04 1.592347e-04 3.157957e-03 1.267137e-08
2017 5.372750e-05 5.569532e-04 1.912513e-04 1.583073e-04 3.218652e-03 1.282549e-08
2018 5.348837e-05 5.504707e-04 1.886804e-04 1.551467e-04 3.221891e-03 1.298333e-08
2019 5.253479e-05 5.445222e-04 1.859839e-04 1.538156e-04 3.177049e-03 1.314454e-08
2020 5.090613e-05 5.394290e-04 1.832561e-04 1.504255e-04 3.091280e-03 1.331047e-08
2021 4.876341e-05 5.353346e-04 1.804433e-04 1.486343e-04 2.970034e-03 1.347999e-08
2022 4.621551e-05 5.323270e-04 1.776212e-04 1.455346e-04 2.823459e-03 1.365460e-08
2023 4.328831e-05 5.301342e-04 1.747608e-04 1.438983e-04 2.648833e-03 1.383344e-08
2024 4.010448e-05 5.284172e-04 1.719622e-04 1.412034e-04 2.457625e-03 1.401687e-08
2025 3.678691e-05 5.266699e-04 1.691442e-04 1.395201e-04 2.254143e-03 1.420429e-08
2026 3.346548e-05 5.243472e-04 1.666370e-04 1.368019e-04 2.048811e-03 1.439628e-08
2027 3.039457e-05 5.209460e-04 1.643664e-04 1.348012e-04 1.856599e-03 1.459262e-08
2028 2.763681e-05 5.159052e-04 1.621333e-04 1.320734e-04 1.684952e-03 1.479289e-08
2029 2.547492e-05 5.090533e-04 1.595397e-04 1.297937e-04 1.548971e-03 1.499764e-08
2030 2.394907e-05 5.003306e-04 1.567378e-04 1.269241e-04 1.452616e-03 1.520502e-08
2031 2.320373e-05 4.901492e-04 1.540568e-04 1.246172e-04 1.406768e-03 1.540815e-08
2032 2.315793e-05 4.780174e-04 1.512816e-04 1.220258e-04 1.405979e-03 1.562282e-08
2033 2.373479e-05 4.653940e-04 1.484808e-04 1.198386e-04 1.448876e-03 1.582979e-08
2034 2.471193e-05 4.515333e-04 1.455908e-04 1.175429e-04 1.517611e-03 1.605156e-08
2035 2.583224e-05 4.377406e-04 1.428229e-04 1.152974e-04 1.596939e-03 1.627358e-08
2036 2.675913e-05 4.245404e-04 1.400014e-04 1.129536e-04 1.660977e-03 1.650009e-08
2037 2.740426e-05 4.124616e-04 1.374539e-04 1.108499e-04 1.707875e-03 1.672546e-08
2038 2.762896e-05 4.018880e-04 1.348978e-04 1.087570e-04 1.724931e-03 1.695464e-08
2039 2.743015e-05 3.930959e-04 1.328075e-04 1.067807e-04 1.715136e-03 1.718319e-08
2040 2.669979e-05 3.861111e-04 1.308426e-04 1.048019e-04 1.667486e-03 1.741398e-08
2041 2.553924e-05 3.806678e-04 1.291483e-04 1.029590e-04 1.593193e-03 1.764384e-08
2042 2.407137e-05 3.764473e-04 1.272546e-04 1.011504e-04 1.494706e-03 1.787674e-08
2043 2.238587e-05 3.730627e-04 1.253348e-04 9.937466e-05 1.382264e-03 1.810780e-08
2044 2.075179e-05 3.701851e-04 1.230991e-04 9.737019e-05 1.267324e-03 1.833990e-08
2045 1.928859e-05 3.675928e-04 1.206937e-04 9.566960e-05 1.165231e-03 1.854591e-08
2046 1.835278e-05 3.650345e-04 1.181505e-04 9.386117e-05 1.092540e-03 1.875951e-08
2047 1.780006e-05 3.625114e-04 1.157632e-04 9.247124e-05 1.050111e-03 1.894666e-08
2048 1.782914e-05 3.599053e-04 1.133519e-04 9.095303e-05 1.044845e-03 1.914016e-08
2049 1.813326e-05 3.571088e-04 1.111704e-04 8.962633e-05 1.063233e-03 1.932662e-08
2050 1.879639e-05 3.541037e-04 1.089146e-04 8.834899e-05 1.104872e-03 1.951999e-08
2051 1.946999e-05 3.507426e-04 1.069581e-04 8.724511e-05 1.151633e-03 1.971819e-08
2052 2.035655e-05 3.472655e-04 1.047625e-04 8.612257e-05 1.211497e-03 1.992823e-08
2053 2.095397e-05 3.437700e-04 1.025383e-04 8.525791e-05 1.255615e-03 2.013202e-08
2054 2.159272e-05 3.401889e-04 1.002483e-04 8.420412e-05 1.300350e-03 2.035120e-08
2055 2.174354e-05 3.366846e-04 9.796140e-05 8.317506e-05 1.315863e-03 2.055863e-08
2056 2.177425e-05 3.331809e-04 9.562885e-05 8.210002e-05 1.321734e-03 2.078022e-08
2057 2.132435e-05 3.297356e-04 9.334482e-05 8.090006e-05 1.298174e-03 2.098525e-08
2058 2.074204e-05 3.261356e-04 9.100254e-05 7.970905e-05 1.263969e-03 2.120633e-08
2059 1.976046e-05 3.224534e-04 8.869012e-05 7.846882e-05 1.205033e-03 2.140653e-08
2060 1.877257e-05 3.184247e-04 8.615922e-05 7.713932e-05 1.144255e-03 2.162007e-08
2061 1.767861e-05 3.143037e-04 8.398620e-05 7.584388e-05 1.077658e-03 2.180819e-08
2062 1.676408e-05 3.097205e-04 8.154881e-05 7.453366e-05 1.021610e-03 2.200822e-08
2063 1.586036e-05 3.050288e-04 7.957571e-05 7.329437e-05 9.667597e-04 2.218790e-08
2064 1.521764e-05 3.001188e-04 7.719928e-05 7.211456e-05 9.273969e-04 2.237242e-08
2065 1.470551e-05 2.950109e-04 7.552627e-05 7.110569e-05 8.966695e-04 2.254886e-08
2066 1.440245e-05 2.897373e-04 7.351022e-05 7.005022e-05 8.787944e-04 2.272691e-08
2067 1.414579e-05 2.843557e-04 7.192487e-05 6.902699e-05 8.638187e-04 2.290099e-08
2068 1.400854e-05 2.788846e-04 7.006678e-05 6.802736e-05 8.564403e-04 2.308046e-08
2069 1.385310e-05 2.734139e-04 6.868832e-05 6.697941e-05 8.476271e-04 2.325725e-08
2070 1.375445e-05 2.680719e-04 6.712108e-05 6.593422e-05 8.420920e-04 2.343769e-08
2071 1.356351e-05 2.629005e-04 6.594209e-05 6.489374e-05 8.298655e-04 2.361303e-08
2072 1.335656e-05 2.579815e-04 6.457860e-05 6.387325e-05 8.168935e-04 2.378898e-08
2073 1.307823e-05 2.533369e-04 6.345156e-05 6.279826e-05 7.983149e-04 2.396098e-08
2074 1.277970e-05 2.489963e-04 6.222931e-05 6.172373e-05 7.789839e-04 2.413393e-08
2075 1.244701e-05 2.447598e-04 6.118296e-05 6.063883e-05 7.564621e-04 2.430670e-08
2076 1.212057e-05 2.408309e-04 6.010231e-05 5.958881e-05 7.356056e-04 2.447955e-08
2077 1.182563e-05 2.369752e-04 5.919276e-05 5.850295e-05 7.158023e-04 2.465540e-08
2078 1.156253e-05 2.333009e-04 5.818755e-05 5.746678e-05 6.996981e-04 2.483146e-08
2079 1.137908e-05 2.296847e-04 5.709731e-05 5.642683e-05 6.878678e-04 2.500517e-08
2080 1.125056e-05 2.262175e-04 5.586085e-05 5.545355e-05 6.811739e-04 2.517239e-08
2081 1.120697e-05 2.226281e-04 5.451297e-05 5.448393e-05 6.790687e-04 2.534079e-08
2082 1.119024e-05 2.190682e-04 5.334846e-05 5.355692e-05 6.796306e-04 2.550457e-08
2083 1.117680e-05 2.152817e-04 5.219496e-05 5.259160e-05 6.799389e-04 2.567185e-08
2084 1.112975e-05 2.116841e-04 5.110153e-05 5.171262e-05 6.785306e-04 2.582845e-08
2085 1.106968e-05 2.078892e-04 4.999017e-05 5.079631e-05 6.755591e-04 2.598715e-08
2086 1.097671e-05 2.041449e-04 4.884263e-05 4.998128e-05 6.708794e-04 2.613892e-08
2087 1.084605e-05 2.004106e-04 4.781276e-05 4.916923e-05 6.629921e-04 2.628457e-08
2088 1.067403e-05 1.966592e-04 4.685035e-05 4.849293e-05 6.526005e-04 2.642431e-08
2089 1.044171e-05 1.929819e-04 4.599974e-05 4.779084e-05 6.376618e-04 2.655619e-08
2090 1.019308e-05 1.893038e-04 4.518016e-05 4.712992e-05 6.217762e-04 2.667842e-08
2091 9.931801e-06 1.857075e-04 4.444551e-05 4.643843e-05 6.046867e-04 2.678585e-08
2092 9.686252e-06 1.821920e-04 4.372574e-05 4.583126e-05 5.885272e-04 2.688124e-08
2093 9.437910e-06 1.786528e-04 4.306479e-05 4.518683e-05 5.720705e-04 2.696515e-08
2094 9.212088e-06 1.752478e-04 4.242961e-05 4.464079e-05 5.568931e-04 2.702949e-08
2095 9.021144e-06 1.717409e-04 4.183597e-05 4.407183e-05 5.441624e-04 2.708172e-08
2096 8.846370e-06 1.685062e-04 4.128069e-05 4.357415e-05 5.322715e-04 2.711679e-08
2097 8.694536e-06 1.651479e-04 4.076393e-05 4.305809e-05 5.221832e-04 2.713855e-08
2098 8.557584e-06 1.619251e-04 4.025763e-05 4.260465e-05 5.129672e-04 2.713599e-08
2099 8.431916e-06 1.587365e-04 3.975480e-05 4.212430e-05 5.049696e-04 2.711439e-08
2100 8.306155e-06 1.556034e-04 3.925711e-05 4.169941e-05 4.969343e-04 2.707058e-08
2101 8.185011e-06 1.525520e-04 3.877276e-05 4.125000e-05 4.896516e-04 2.700476e-08
2102 8.076785e-06 1.495255e-04 3.830139e-05 4.085839e-05 4.831476e-04 2.691743e-08
2103 7.964470e-06 1.467046e-04 3.782445e-05 4.044759e-05 4.767329e-04 2.680216e-08
2104 7.857593e-06 1.437863e-04 3.735706e-05 4.008052e-05 4.705407e-04 2.667147e-08
2105 7.756519e-06 1.410914e-04 3.691839e-05 3.969852e-05 4.651626e-04 2.650911e-08
2106 7.682652e-06 1.383815e-04 3.649805e-05 3.937564e-05 4.613289e-04 2.632420e-08
2107 7.610544e-06 1.358311e-04 3.608511e-05 3.904563e-05 4.578409e-04 2.611030e-08
2108 7.548957e-06 1.333063e-04 3.569655e-05 3.874732e-05 4.547307e-04 2.587527e-08
2109 7.495156e-06 1.307721e-04 3.534551e-05 3.843549e-05 4.523046e-04 2.561951e-08
2110 7.450709e-06 1.283670e-04 3.498280e-05 3.815699e-05 4.500735e-04 2.533300e-08
2111 7.409685e-06 1.260553e-04 3.467914e-05 3.786259e-05 4.482355e-04 2.502493e-08
2112 7.365052e-06 1.237196e-04 3.435371e-05 3.758338e-05 4.456867e-04 2.469494e-08
2113 7.324502e-06 1.214073e-04 3.398376e-05 3.728594e-05 4.436321e-04 2.434338e-08
2114 7.295721e-06 1.191506e-04 3.366509e-05 3.701447e-05 4.419143e-04 2.396766e-08
2115 7.252202e-06 1.168928e-04 3.338888e-05 3.673278e-05 4.395341e-04 2.357437e-08
2116 7.196694e-06 1.146797e-04 3.312662e-05 3.645563e-05 4.360080e-04 2.316428e-08
2117 7.137801e-06 1.124975e-04 3.290313e-05 3.616850e-05 4.325366e-04 2.273619e-08
2118 7.097786e-06 1.104120e-04 3.267277e-05 3.590149e-05 4.299050e-04 2.229056e-08
2119 7.040853e-06 1.083649e-04 3.246224e-05 3.562875e-05 4.266466e-04 2.183050e-08
2120 6.993625e-06 1.063472e-04 3.222966e-05 3.536693e-05 4.236485e-04 2.135805e-08
2121 6.942688e-06 1.042606e-04 3.203043e-05 3.507903e-05 4.209100e-04 2.088394e-08
2122 6.906914e-06 1.023557e-04 3.176990e-05 3.482568e-05 4.188128e-04 2.039021e-08
2123 6.849861e-06 1.004635e-04 3.150374e-05 3.454377e-05 4.157241e-04 1.989271e-08
2124 6.836049e-06 9.866268e-05 3.130405e-05 3.428189e-05 4.150197e-04 1.938658e-08
2125 6.814785e-06 9.685014e-05 3.110417e-05 3.397774e-05 4.143913e-04 1.888160e-08
2126 6.794230e-06 9.518297e-05 3.091680e-05 3.372966e-05 4.133190e-04 1.836636e-08
2127 6.766148e-06 9.352222e-05 3.075736e-05 3.343589e-05 4.120566e-04 1.785472e-08
2128 6.747863e-06 9.195284e-05 3.061408e-05 3.322408e-05 4.109681e-04 1.734040e-08
2129 6.734875e-06 9.047145e-05 3.045555e-05 3.295725e-05 4.105517e-04 1.682915e-08
2130 6.710458e-06 8.902975e-05 3.028528e-05 3.276657e-05 4.090336e-04 1.632332e-08
2131 6.693499e-06 8.762345e-05 3.013259e-05 3.251777e-05 4.083084e-04 1.582782e-08
2132 6.669227e-06 8.632861e-05 2.998715e-05 3.234393e-05 4.067703e-04 1.533282e-08
2133 6.649870e-06 8.498413e-05 2.979216e-05 3.208593e-05 4.057884e-04 1.485669e-08
2134 6.637131e-06 8.380350e-05 2.956816e-05 3.188734e-05 4.048786e-04 1.437843e-08
2135 6.646037e-06 8.255889e-05 2.928162e-05 3.162089e-05 4.055993e-04 1.392307e-08
2136 6.642182e-06 8.113082e-05 2.886496e-05 3.142009e-05 4.053706e-04 1.349463e-08
2137 6.619228e-06 7.986055e-05 2.845410e-05 3.111553e-05 4.041724e-04 1.306680e-08
2138 6.599995e-06 7.864159e-05 2.809906e-05 3.089910e-05 4.030247e-04 1.264792e-08
2139 6.584226e-06 7.743848e-05 2.776414e-05 3.059062e-05 4.023364e-04 1.224660e-08
2140 6.551095e-06 7.627104e-05 2.746259e-05 3.037649e-05 4.002598e-04 1.185675e-08
2141 6.533300e-06 7.510413e-05 2.718900e-05 3.006942e-05 3.994860e-04 1.148792e-08
2142 6.504531e-06 7.402872e-05 2.694678e-05 2.985054e-05 3.977017e-04 1.112311e-08
