# Iterations  ResRho  ResRhoU  ResRhoV  ResRhoW  ResRhoE  ResTrb
VARIABLES=iterations ResRho  ResRhoU  ResRhoV  ResRhoW  ResRhoE  ResTrb
5723 9.128453e-08 6.646440e-08 1.390311e-07 1.468712e-07 5.753637e-06 3.280941e-13
5724 9.208645e-08 6.707041e-08 1.414542e-07 1.486492e-07 5.804175e-06 3.330276e-13
5725 9.282840e-08 6.763390e-08 1.440089e-07 1.501022e-07 5.850949e-06 3.375270e-13
5726 9.345256e-08 6.810815e-08 1.465014e-07 1.509972e-07 5.890311e-06 3.416248e-13
5727 9.140335e-08 6.815410e-08 1.472840e-07 1.424026e-07 5.760253e-06 3.826380e-13
5728 7.340796e-08 6.243562e-08 1.182145e-07 1.222102e-07 4.626083e-06 3.094737e-13
5729 7.108944e-08 6.288161e-08 1.176583e-07 1.154259e-07 4.480988e-06 3.401946e-13
5730 7.082972e-08 6.250258e-08 1.184791e-07 1.116000e-07 4.465372e-06 3.436579e-13
5731 7.109421e-08 6.231974e-08 1.201635e-07 1.082425e-07 4.482854e-06 3.468542e-13
5732 7.168692e-08 6.225268e-08 1.224295e-07 1.052844e-07 4.521038e-06 3.498002e-13
5733 7.239137e-08 6.221877e-08 1.247792e-07 1.026051e-07 4.566246e-06 3.501882e-13
5734 7.304070e-08 6.217085e-08 1.268719e-07 1.001207e-07 4.607938e-06 3.503618e-13
5735 7.352551e-08 6.208070e-08 1.284936e-07 9.780640e-08 4.639206e-06 3.516167e-13
5736 7.378414e-08 6.192482e-08 1.295131e-07 9.567680e-08 4.656162e-06 3.483440e-13
5737 7.440430e-08 6.242078e-08 1.403994e-07 9.384410e-08 4.698987e-06 5.381116e-13
5738 6.039385e-08 5.812911e-08 1.115030e-07 9.214977e-08 3.820540e-06 4.249212e-13
5739 5.785307e-08 5.562130e-08 9.836948e-08 8.770705e-08 3.661412e-06 2.185159e-13
5740 5.744045e-08 5.517543e-08 9.610477e-08 8.674081e-08 3.636055e-06 2.358601e-13
5741 5.740679e-08 5.480862e-08 9.537586e-08 8.620075e-08 3.634299e-06 2.472682e-13
5742 5.765357e-08 5.448416e-08 9.548388e-08 8.587404e-08 3.650147e-06 2.580201e-13
5743 5.815816e-08 5.419272e-08 9.627771e-08 8.575497e-08 3.682183e-06 2.680663e-13
5744 5.889997e-08 5.392763e-08 9.761023e-08 8.584055e-08 3.729113e-06 2.774055e-13
5745 5.987082e-08 5.369394e-08 9.936234e-08 8.612267e-08 3.790422e-06 2.860362e-13
5746 6.106245e-08 5.349285e-08 1.014222e-07 8.661468e-08 3.865585e-06 2.939850e-13
5747 6.237914e-08 5.328375e-08 1.033048e-07 8.721124e-08 3.948564e-06 3.012704e-13
5748 6.388448e-08 5.311750e-08 1.054267e-07 8.807563e-08 4.043371e-06 3.078919e-13
5749 6.553637e-08 5.298916e-08 1.077419e-07 8.917760e-08 4.147365e-06 3.139380e-13
5750 6.730901e-08 5.290320e-08 1.102167e-07 9.053800e-08 4.258929e-06 3.194353e-13
5751 6.917373e-08 5.287370e-08 1.128500e-07 9.217339e-08 4.376258e-06 3.244178e-13
5752 7.106542e-08 5.289271e-08 1.155771e-07 9.405341e-08 4.495262e-06 3.289188e-13
5753 7.293491e-08 5.296111e-08 1.183634e-07 9.616754e-08 4.612848e-06 3.329770e-13
5754 7.486023e-08 5.314437e-08 1.213575e-07 9.874827e-08 4.733913e-06 3.366343e-13
5755 7.687830e-08 5.351699e-08 1.247263e-07 1.021221e-07 4.860755e-06 3.399306e-13
5756 7.907482e-08 5.416497e-08 1.289083e-07 1.066151e-07 4.998790e-06 3.428990e-13
5757 8.141276e-08 5.506548e-08 1.338168e-07 1.120625e-07 5.145695e-06 3.420085e-13
5758 8.381720e-08 5.611163e-08 1.390220e-07 1.179470e-07 5.296759e-06 3.446866e-13
5759 8.620559e-08 5.716525e-08 1.440101e-07 1.236944e-07 5.446790e-06 3.383541e-13
5760 8.847538e-08 5.810709e-08 1.483537e-07 1.287977e-07 5.589336e-06 3.411560e-13
5761 9.061315e-08 5.888746e-08 1.518958e-07 1.331721e-07 5.723542e-06 3.437088e-13
5762 9.256712e-08 5.948521e-08 1.545956e-07 1.367811e-07 5.846149e-06 3.460241e-13
5763 9.433121e-08 5.990601e-08 1.564104e-07 1.397250e-07 5.956769e-06 3.408589e-13
5764 9.584030e-08 6.017108e-08 1.576208e-07 1.420034e-07 6.051299e-06 3.434063e-13
5765 9.711320e-08 6.036381e-08 1.585333e-07 1.439205e-07 6.130919e-06 3.457278e-13
5766 9.813420e-08 6.046947e-08 1.592749e-07 1.453151e-07 6.194640e-06 3.478470e-13
5767 9.895204e-08 6.052981e-08 1.600730e-07 1.462922e-07 6.245534e-06 3.497933e-13
5768 9.963799e-08 6.058937e-08 1.612827e-07 1.469251e-07 6.288095e-06 3.441651e-13
5769 1.002633e-07 6.058839e-08 1.626593e-07 1.472613e-07 6.326603e-06 3.463020e-13
5770 9.970105e-08 6.005461e-08 1.614618e-07 1.460625e-07 6.289170e-06 3.062265e-13
5771 9.795848e-08 5.963409e-08 1.637383e-07 1.434065e-07 6.176929e-06 3.648129e-13
5772 9.720813e-08 5.877029e-08 1.647075e-07 1.378963e-07 6.128569e-06 2.947944e-13
5773 9.724350e-08 5.832549e-08 1.644324e-07 1.349591e-07 6.130314e-06 3.041305e-13
5774 9.731566e-08 5.778972e-08 1.634969e-07 1.317331e-07 6.134433e-06 3.099324e-13
5775 9.724904e-08 5.634784e-08 1.581253e-07 1.245460e-07 6.129458e-06 3.408208e-13
5776 9.473122e-08 5.218331e-08 1.315845e-07 1.091637e-07 5.967877e-06 5.106324e-13
5777 9.103907e-08 5.042800e-08 1.232473e-07 1.012388e-07 5.732069e-06 3.127624e-13
5778 8.712087e-08 5.087605e-08 1.230370e-07 1.007657e-07 5.483917e-06 4.056854e-13
5779 8.492585e-08 5.302169e-08 1.301145e-07 1.077870e-07 5.345043e-06 1.685314e-13
5780 8.369355e-08 5.466392e-08 1.368849e-07 1.126717e-07 5.267310e-06 2.017741e-13
5781 8.295005e-08 5.608926e-08 1.434872e-07 1.163639e-07 5.220535e-06 2.271531e-13
5782 8.254368e-08 5.703426e-08 1.487362e-07 1.182813e-07 5.195203e-06 2.493123e-13
5783 8.242642e-08 5.758696e-08 1.520379e-07 1.185379e-07 5.188158e-06 2.662445e-13
5784 8.249285e-08 5.797551e-08 1.540324e-07 1.190279e-07 5.192713e-06 2.749917e-13
5785 8.264302e-08 5.839305e-08 1.556375e-07 1.199629e-07 5.202586e-06 2.830849e-13
5786 8.289255e-08 5.881077e-08 1.568249e-07 1.213857e-07 5.218750e-06 2.905683e-13
5787 8.169871e-08 5.863474e-08 1.554539e-07 1.204883e-07 5.143761e-06 2.974275e-13
5788 7.986773e-08 5.825206e-08 1.514078e-07 1.191657e-07 5.029758e-06 3.763095e-13
5789 7.961302e-08 5.781891e-08 1.485777e-07 1.173846e-07 5.014573e-06 1.389764e-13
5790 7.957089e-08 5.746819e-08 1.461216e-07 1.154702e-07 5.012511e-06 1.529970e-13
5791 7.958792e-08 5.703599e-08 1.431445e-07 1.130521e-07 5.014196e-06 1.678593e-13
5792 7.966135e-08 5.666285e-08 1.396784e-07 1.100719e-07 5.019171e-06 1.827516e-13
5793 7.982670e-08 5.635759e-08 1.358140e-07 1.065003e-07 5.029460e-06 1.972271e-13
5794 8.004185e-08 5.627731e-08 1.316099e-07 1.030984e-07 5.042711e-06 2.110546e-13
5795 8.028523e-08 5.642167e-08 1.253017e-07 9.923069e-08 5.058186e-06 2.359794e-13
5796 7.791463e-08 6.390709e-08 1.019717e-07 1.176361e-07 4.926964e-06 3.547800e-13
5797 7.284846e-08 6.301619e-08 1.148803e-07 1.468467e-07 4.612298e-06 4.421469e-13
5798 7.117067e-08 5.785603e-08 1.117683e-07 9.191101e-08 4.517170e-06 3.232836e-13
5799 7.150274e-08 5.788182e-08 1.132908e-07 8.782295e-08 4.542936e-06 3.272646e-13
5800 7.116695e-08 5.652013e-08 1.257035e-07 8.923362e-08 4.533294e-06 4.243648e-13
5801 7.060288e-08 5.591465e-08 1.317864e-07 9.530997e-08 4.491298e-06 1.575089e-13
5802 7.149061e-08 5.603070e-08 1.324879e-07 9.528252e-08 4.547583e-06 1.727831e-13
5803 7.224993e-08 5.636657e-08 1.324930e-07 9.657121e-08 4.593263e-06 1.881059e-13
5804 7.302745e-08 5.678957e-08 1.316526e-07 9.766322e-08 4.639115e-06 2.031236e-13
5805 7.383056e-08 5.733578e-08 1.299811e-07 9.832546e-08 4.685979e-06 2.175693e-13
5806 7.450225e-08 5.785455e-08 1.276680e-07 9.854371e-08 4.724408e-06 2.312550e-13
5807 7.473892e-08 5.835509e-08 1.248603e-07 9.846241e-08 4.735451e-06 2.441049e-13
5808 7.510547e-08 5.886863e-08 1.221297e-07 9.853728e-08 4.754865e-06 2.560846e-13
5809 7.558308e-08 5.944064e-08 1.196004e-07 9.899093e-08 4.781493e-06 2.671978e-13
5810 7.611911e-08 6.004674e-08 1.172790e-07 9.974800e-08 4.812057e-06 2.774736e-13
5811 7.666501e-08 6.065354e-08 1.151368e-07 1.006888e-07 4.843530e-06 2.869566e-13
5812 7.717139e-08 6.122410e-08 1.131181e-07 1.016807e-07 4.872794e-06 2.956870e-13
5813 7.758276e-08 6.171914e-08 1.111411e-07 1.025770e-07 4.896345e-06 3.037171e-13
5814 7.788001e-08 6.211612e-08 1.091385e-07 1.033093e-07 4.912961e-06 3.111031e-13
5815 7.804825e-08 6.237899e-08 1.070584e-07 1.038703e-07 4.921768e-06 3.178953e-13
5816 7.806184e-08 6.252411e-08 1.048466e-07 1.040992e-07 4.920958e-06 3.241306e-13
5817 7.790608e-08 6.256454e-08 1.014605e-07 1.040878e-07 4.908909e-06 3.453054e-13
5818 7.734244e-08 6.236189e-08 9.738332e-08 1.039202e-07 4.870783e-06 3.818803e-13
5819 7.669699e-08 6.203540e-08 9.623085e-08 1.051357e-07 4.827996e-06 2.214381e-13
5820 7.643496e-08 6.184820e-08 9.796500e-08 1.064780e-07 4.810123e-06 2.521287e-13
5821 7.632912e-08 6.155089e-08 9.914335e-08 1.075349e-07 4.802660e-06 2.708306e-13
5822 7.630658e-08 6.127536e-08 1.007448e-07 1.083574e-07 4.800715e-06 2.807940e-13
5823 7.626978e-08 6.093317e-08 1.030909e-07 1.091807e-07 4.797907e-06 2.940221e-13
5824 7.620658e-08 6.046715e-08 1.067553e-07 1.101820e-07 4.793447e-06 3.165626e-13
5825 7.606543e-08 5.968058e-08 1.141382e-07 1.119848e-07 4.784053e-06 3.711943e-13
5826 7.293556e-08 5.685395e-08 1.314646e-07 1.179692e-07 4.586291e-06 3.900928e-13
5827 5.860814e-08 5.309745e-08 1.238515e-07 1.066793e-07 3.683020e-06 3.217090e-13
5828 5.896690e-08 5.282921e-08 1.243283e-07 1.043984e-07 3.707051e-06 3.262996e-13
5829 5.977858e-08 5.272425e-08 1.251630e-07 1.026037e-07 3.759651e-06 3.306946e-13
5830 6.092110e-08 5.281310e-08 1.259184e-07 1.013523e-07 3.832908e-06 3.346794e-13
5831 6.226624e-08 5.298527e-08 1.265139e-07 1.003708e-07 3.918846e-06 3.383104e-13
5832 6.370824e-08 5.319508e-08 1.268877e-07 9.955858e-08 4.010801e-06 3.416367e-13
5833 6.511644e-08 5.340385e-08 1.267030e-07 9.883701e-08 4.100493e-06 3.446939e-13
5834 6.649076e-08 5.362526e-08 1.263011e-07 9.822387e-08 4.187983e-06 3.438257e-13
5835 6.779878e-08 5.385014e-08 1.256960e-07 9.770585e-08 4.271243e-06 3.467317e-13
5836 6.902396e-08 5.408207e-08 1.249451e-07 9.731696e-08 4.349238e-06 3.449682e-13
5837 7.016101e-08 5.433136e-08 1.241289e-07 9.708740e-08 4.421643e-06 3.478532e-13
5838 7.120221e-08 5.460743e-08 1.233307e-07 9.706045e-08 4.487972e-06 3.484912e-13
5839 7.214529e-08 5.491815e-08 1.226255e-07 9.726653e-08 4.548069e-06 3.496108e-13
5840 7.292588e-08 5.523536e-08 1.218799e-07 9.766013e-08 4.597800e-06 3.484745e-13
5841 7.362153e-08 5.553653e-08 1.211852e-07 9.832189e-08 4.641948e-06 3.511587e-13
5842 7.431373e-08 5.580987e-08 1.204916e-07 9.930766e-08 4.685537e-06 3.436571e-13
5843 7.504113e-08 5.615701e-08 1.200617e-07 1.006968e-07 4.731206e-06 3.467411e-13
5844 7.586235e-08 5.665008e-08 1.201743e-07 1.026623e-07 4.782788e-06 3.496692e-13
5845 7.678576e-08 5.738759e-08 1.199870e-07 1.049197e-07 4.840011e-06 3.511201e-13
5846 7.768420e-08 5.805354e-08 1.215867e-07 1.077638e-07 4.897132e-06 3.537621e-13
5847 7.862562e-08 5.872239e-08 1.234134e-07 1.107576e-07 4.956906e-06 3.428050e-13
5848 7.964007e-08 5.940075e-08 1.252934e-07 1.138781e-07 5.021209e-06 3.462484e-13
5849 8.067367e-08 6.004058e-08 1.270062e-07 1.168903e-07 5.086654e-06 3.494364e-13
5850 8.170468e-08 6.062113e-08 1.284261e-07 1.197179e-07 5.151879e-06 3.523729e-13
5851 8.068795e-08 6.397276e-08 1.245245e-07 1.378213e-07 5.088667e-06 3.830219e-13
5852 7.796707e-08 6.386415e-08 1.221778e-07 1.411517e-07 4.916257e-06 2.668415e-13
5853 7.777591e-08 6.431281e-08 1.195785e-07 1.414708e-07 4.903856e-06 2.861910e-13
5854 7.762888e-08 6.424329e-08 1.159731e-07 1.404999e-07 4.894391e-06 3.003990e-13
5855 7.749769e-08 6.395708e-08 1.117860e-07 1.390741e-07 4.885957e-06 3.108626e-13
5856 7.739347e-08 6.359776e-08 1.075677e-07 1.374340e-07 4.879260e-06 3.182767e-13
5857 7.734015e-08 6.320543e-08 1.036344e-07 1.355502e-07 4.875809e-06 3.237971e-13
5858 7.735847e-08 6.281376e-08 1.001818e-07 1.335624e-07 4.876911e-06 3.288848e-13
5859 7.745801e-08 6.242588e-08 9.739696e-08 1.313908e-07 4.883181e-06 3.335681e-13
5860 7.764490e-08 6.204723e-08 9.539628e-08 1.290980e-07 4.894990e-06 3.378799e-13
5861 7.789147e-08 6.165450e-08 9.407882e-08 1.264663e-07 4.910629e-06 3.418465e-13
5862 7.816965e-08 6.124510e-08 9.334417e-08 1.235075e-07 4.928330e-06 3.454846e-13
5863 7.844909e-08 6.081472e-08 9.301366e-08 1.202693e-07 4.946172e-06 3.488237e-13
5864 7.871645e-08 6.037195e-08 9.298890e-08 1.167862e-07 4.963309e-06 3.518909e-13
5865 7.879887e-08 5.992356e-08 9.337220e-08 1.131923e-07 4.968834e-06 3.547114e-13
5866 7.923688e-08 5.885421e-08 1.014104e-07 9.993265e-08 4.998190e-06 4.534476e-13
5867 7.321222e-08 6.352059e-08 1.515444e-07 1.142655e-07 4.623789e-06 4.049376e-13
5868 7.035006e-08 6.231325e-08 1.507094e-07 1.097358e-07 4.444878e-06 1.873320e-13
5869 7.054820e-08 6.241484e-08 1.525963e-07 1.108296e-07 4.457909e-06 2.000578e-13
5870 7.111169e-08 6.261975e-08 1.547221e-07 1.123811e-07 4.493916e-06 2.128950e-13
5871 7.186530e-08 6.274921e-08 1.565493e-07 1.135952e-07 4.541882e-06 2.254108e-13
5872 7.267024e-08 6.274641e-08 1.577884e-07 1.141403e-07 4.593087e-06 2.373827e-13
5873 7.351870e-08 6.259375e-08 1.582072e-07 1.140308e-07 4.647020e-06 2.486799e-13
5874 7.439884e-08 6.232414e-08 1.579749e-07 1.134228e-07 4.702934e-06 2.592467e-13
5875 7.531565e-08 6.194222e-08 1.571400e-07 1.124568e-07 4.761135e-06 2.690582e-13
5876 7.627054e-08 6.146160e-08 1.557748e-07 1.112588e-07 4.821701e-06 2.781232e-13
5877 7.725850e-08 6.092193e-08 1.539612e-07 1.099278e-07 4.884312e-06 2.864798e-13
5878 7.826502e-08 6.032853e-08 1.517769e-07 1.085318e-07 4.948048e-06 2.941534e-13
5879 7.925676e-08 5.970323e-08 1.493962e-07 1.071300e-07 5.010806e-06 3.011874e-13
5880 8.024690e-08 5.904323e-08 1.467662e-07 1.057002e-07 5.073400e-06 3.076108e-13
5881 8.120078e-08 5.836376e-08 1.439868e-07 1.042514e-07 5.133650e-06 3.134772e-13
5882 8.210688e-08 5.766450e-08 1.411245e-07 1.027796e-07 5.190829e-06 3.188199e-13
5883 8.296049e-08 5.695632e-08 1.382510e-07 1.012704e-07 5.244638e-06 3.236931e-13
5884 8.375790e-08 5.624851e-08 1.354202e-07 9.969754e-08 5.294850e-06 3.281322e-13
5885 8.448779e-08 5.554514e-08 1.326744e-07 9.805652e-08 5.340749e-06 3.321697e-13
5886 8.514188e-08 5.485334e-08 1.300589e-07 9.639477e-08 5.381827e-06 3.358277e-13
5887 8.535570e-08 5.411144e-08 1.267756e-07 9.455555e-08 5.395146e-06 3.391294e-13
5888 8.548450e-08 5.345400e-08 1.240125e-07 9.310913e-08 5.403079e-06 3.362842e-13
5889 8.544233e-08 5.288955e-08 1.217450e-07 9.217313e-08 5.400197e-06 3.394306e-13
5890 8.340304e-08 5.196967e-08 1.179768e-07 9.330328e-08 5.270649e-06 3.868212e-13
5891 8.304860e-08 5.221998e-08 1.209836e-07 9.707372e-08 5.247815e-06 1.441865e-13
5892 8.306043e-08 5.258677e-08 1.238145e-07 1.001405e-07 5.248242e-06 1.567746e-13
5893 8.324129e-08 5.299306e-08 1.267185e-07 1.032399e-07 5.259335e-06 1.703656e-13
5894 8.351688e-08 5.335088e-08 1.292527e-07 1.060477e-07 5.276416e-06 1.841363e-13
5895 8.379194e-08 5.359870e-08 1.311127e-07 1.083565e-07 5.293482e-06 1.976077e-13
5896 7.942576e-08 5.451444e-08 1.323709e-07 1.255908e-07 5.014900e-06 3.416060e-13
5897 7.849304e-08 5.530333e-08 1.327335e-07 1.316473e-07 4.955404e-06 3.697589e-13
5898 7.668200e-08 5.382776e-08 1.258990e-07 1.268812e-07 4.837219e-06 2.331987e-13
5899 7.602595e-08 5.176185e-08 1.195727e-07 1.161834e-07 4.793859e-06 2.930760e-13
5900 7.589245e-08 4.992882e-08 1.148353e-07 1.065916e-07 4.784575e-06 3.351632e-13
5901 7.574253e-08 4.835617e-08 1.093581e-07 9.828796e-08 4.774167e-06 3.703141e-13
5902 7.526960e-08 4.641009e-08 1.003298e-07 8.847884e-08 4.742824e-06 1.810646e-13
5903 7.450372e-08 4.557785e-08 9.482096e-08 8.397108e-08 4.693010e-06 2.617872e-13
5904 7.410566e-08 4.560951e-08 9.417775e-08 8.370058e-08 4.667103e-06 3.026299e-13
5905 7.351599e-08 4.584669e-08 9.452857e-08 8.408642e-08 4.629236e-06 3.271347e-13
5906 7.302655e-08 4.624607e-08 9.567586e-08 8.550988e-08 4.597779e-06 3.555733e-13
5907 7.248593e-08 4.679075e-08 9.732326e-08 8.726799e-08 4.563041e-06 3.313882e-13
5908 7.195743e-08 4.712453e-08 9.776774e-08 8.869354e-08 4.529276e-06 3.521756e-13
5909 7.121251e-08 4.756784e-08 9.781852e-08 9.021162e-08 4.481648e-06 3.836210e-13
5910 7.046099e-08 4.761239e-08 9.718144e-08 9.088617e-08 4.433868e-06 1.318452e-13
5911 6.944794e-08 4.778832e-08 9.595850e-08 9.145350e-08 4.369338e-06 1.731361e-13
5912 6.850578e-08 4.776213e-08 9.486907e-08 9.164953e-08 4.309584e-06 2.004602e-13
5913 6.739188e-08 4.799337e-08 9.440918e-08 9.249982e-08 4.238769e-06 2.410860e-13
5914 6.664021e-08 4.817368e-08 9.485638e-08 9.349309e-08 4.191150e-06 2.631147e-13
5915 6.597389e-08 4.857321e-08 9.492548e-08 9.510307e-08 4.148712e-06 2.982159e-13
5916 6.551352e-08 4.882676e-08 9.561412e-08 9.611973e-08 4.119610e-06 3.155014e-13
5917 6.519436e-08 4.917499e-08 9.683008e-08 9.703000e-08 4.099338e-06 3.343633e-13
5918 6.503547e-08 4.935937e-08 9.782047e-08 9.745347e-08 4.089404e-06 3.406124e-13
5919 6.491088e-08 4.953902e-08 9.883489e-08 9.767918e-08 4.081613e-06 3.429341e-13
5920 6.466897e-08 4.987124e-08 1.008180e-07 9.806324e-08 4.066501e-06 3.504104e-13
5921 6.458196e-08 5.012767e-08 1.028582e-07 9.826443e-08 4.061261e-06 2.588951e-13
5922 6.460159e-08 5.040846e-08 1.051222e-07 9.835795e-08 4.062868e-06 2.676892e-13
5923 6.470097e-08 5.067509e-08 1.074249e-07 9.831524e-08 4.069608e-06 2.757957e-13
5924 6.486664e-08 5.091428e-08 1.096364e-07 9.810716e-08 4.080624e-06 2.832535e-13
5925 6.512312e-08 5.114823e-08 1.116632e-07 9.768349e-08 4.097338e-06 2.901014e-13
5926 6.558498e-08 5.150637e-08 1.134421e-07 9.691112e-08 4.126521e-06 2.963821e-13
5927 6.629653e-08 5.207759e-08 1.149154e-07 9.621230e-08 4.171108e-06 3.021564e-13
5928 6.657492e-08 5.257933e-08 1.141371e-07 9.533608e-08 4.188491e-06 3.074432e-13
5929 6.689825e-08 5.312169e-08 1.132533e-07 9.464054e-08 4.209302e-06 3.122925e-13
5930 6.731282e-08 5.362259e-08 1.125226e-07 9.374676e-08 4.236563e-06 3.167345e-13
5931 6.783309e-08 5.404676e-08 1.119124e-07 9.253040e-08 4.271029e-06 3.207861e-13
5932 6.850108e-08 5.455780e-08 1.113991e-07 9.114570e-08 4.315108e-06 3.244675e-13
5933 6.928184e-08 5.490299e-08 1.110095e-07 8.970012e-08 4.366586e-06 3.277994e-13
5934 7.014079e-08 5.519393e-08 1.106673e-07 8.825546e-08 4.423140e-06 3.308046e-13
5935 7.058349e-08 5.535450e-08 1.093458e-07 8.652744e-08 4.453506e-06 3.335086e-13
5936 7.108067e-08 5.549553e-08 1.084624e-07 8.499697e-08 4.487352e-06 3.359400e-13
5937 7.166088e-08 5.560550e-08 1.079766e-07 8.369435e-08 4.526443e-06 3.381137e-13
5938 7.233427e-08 5.572355e-08 1.079415e-07 8.282924e-08 4.571332e-06 3.307126e-13
5939 7.311899e-08 5.588687e-08 1.087110e-07 8.268015e-08 4.623241e-06 3.331990e-13
5940 7.405069e-08 5.613306e-08 1.104796e-07 8.351805e-08 4.684401e-06 3.354278e-13
5941 7.515326e-08 5.648234e-08 1.133788e-07 8.546634e-08 4.756301e-06 3.374155e-13
5942 7.640783e-08 5.690703e-08 1.171597e-07 8.828261e-08 4.837735e-06 3.387512e-13
5943 7.777861e-08 5.734035e-08 1.215121e-07 9.159469e-08 4.926429e-06 3.340895e-13
5944 7.920858e-08 5.771158e-08 1.260320e-07 9.495824e-08 5.018764e-06 3.360227e-13
5945 8.063380e-08 5.795361e-08 1.303541e-07 9.801796e-08 5.110678e-06 3.377698e-13
5946 8.213799e-08 5.730879e-08 1.418030e-07 1.128098e-07 5.213296e-06 3.594475e-13
5947 7.134172e-08 6.294065e-08 1.229957e-07 1.229690e-07 4.498317e-06 4.465648e-13
5948 7.037303e-08 6.118419e-08 1.202281e-07 1.167262e-07 4.446652e-06 1.323034e-13
5949 6.969352e-08 6.195968e-08 1.130772e-07 1.203845e-07 4.405741e-06 1.768103e-13
5950 6.878632e-08 6.396819e-08 1.029309e-07 1.186350e-07 4.336361e-06 2.427995e-13
5951 6.882111e-08 6.386043e-08 9.985557e-08 1.189295e-07 4.338532e-06 2.535995e-13
5952 6.887105e-08 6.382784e-08 9.647104e-08 1.184916e-07 4.340542e-06 2.678126e-13
5953 6.893664e-08 6.372912e-08 9.359636e-08 1.174848e-07 4.343353e-06 2.780790e-13
5954 6.897579e-08 6.353695e-08 9.113974e-08 1.159116e-07 4.344490e-06 2.862420e-13
5955 6.904356e-08 6.322268e-08 8.896993e-08 1.140312e-07 4.347533e-06 2.967033e-13
5956 6.912317e-08 6.280153e-08 8.719153e-08 1.115993e-07 4.351310e-06 3.079424e-13
5957 6.922876e-08 6.217832e-08 8.579423e-08 1.082954e-07 4.356622e-06 3.265393e-13
5958 6.943278e-08 6.104743e-08 8.577277e-08 1.030001e-07 4.367702e-06 3.729944e-13
5959 6.869120e-08 6.207321e-08 1.283409e-07 1.168044e-07 4.316833e-06 3.838664e-13
5960 6.700792e-08 6.048355e-08 1.308144e-07 1.118046e-07 4.210946e-06 1.626048e-13
5961 6.690794e-08 5.972918e-08 1.338512e-07 1.092758e-07 4.205052e-06 1.756108e-13
5962 6.736855e-08 5.927548e-08 1.378965e-07 1.084450e-07 4.234712e-06 1.891554e-13
5963 6.820053e-08 5.901302e-08 1.422699e-07 1.087869e-07 4.287966e-06 2.025832e-13
5964 6.920577e-08 5.878974e-08 1.463137e-07 1.093431e-07 4.352216e-06 2.155139e-13
5965 7.027613e-08 5.849234e-08 1.494873e-07 1.095431e-07 4.420584e-06 2.277532e-13
5966 7.131900e-08 5.811145e-08 1.518034e-07 1.091837e-07 4.487211e-06 2.391856e-13
5967 7.230238e-08 5.764078e-08 1.532691e-07 1.082772e-07 4.550087e-06 2.497920e-13
5968 7.322670e-08 5.709772e-08 1.539870e-07 1.069672e-07 4.609218e-06 2.595870e-13
5969 7.409863e-08 5.650884e-08 1.540819e-07 1.054418e-07 4.665040e-06 2.686045e-13
5970 7.494859e-08 5.591164e-08 1.537152e-07 1.038727e-07 4.719468e-06 2.768870e-13
5971 7.574543e-08 5.532334e-08 1.529180e-07 1.023822e-07 4.770527e-06 2.844910e-13
5972 7.617975e-08 5.462451e-08 1.507653e-07 1.006522e-07 4.798672e-06 2.914384e-13
5973 7.656814e-08 5.398772e-08 1.484795e-07 9.911132e-08 4.823888e-06 2.977948e-13
5974 7.688364e-08 5.340895e-08 1.460962e-07 9.773682e-08 4.844483e-06 3.036060e-13
5975 7.710709e-08 5.290723e-08 1.436490e-07 9.656895e-08 4.859218e-06 3.089188e-13
5976 7.722254e-08 5.247412e-08 1.411710e-07 9.560835e-08 4.867085e-06 3.137787e-13
5977 7.742840e-08 5.169215e-08 1.308274e-07 9.449390e-08 4.881827e-06 4.035572e-13
5978 7.380633e-08 5.545736e-08 1.224231e-07 1.085868e-07 4.654197e-06 3.339232e-13
5979 7.320975e-08 5.562266e-08 1.202025e-07 1.078035e-07 4.616230e-06 3.559423e-13
5980 7.314935e-08 5.567062e-08 1.183643e-07 1.072426e-07 4.611978e-06 2.507066e-13
5981 7.301374e-08 5.572759e-08 1.153434e-07 1.062312e-07 4.602593e-06 2.600347e-13
5982 7.298434e-08 5.593214e-08 1.122741e-07 1.051119e-07 4.599930e-06 2.688898e-13
5983 7.303050e-08 5.593058e-08 1.102958e-07 1.041038e-07 4.603026e-06 2.772296e-13
5984 7.317574e-08 5.592305e-08 1.085181e-07 1.031163e-07 4.612337e-06 2.849759e-13
5985 7.341137e-08 5.595276e-08 1.070214e-07 1.023497e-07 4.627303e-06 2.921404e-13
5986 7.373069e-08 5.605192e-08 1.058552e-07 1.019801e-07 4.647507e-06 2.987299e-13
5987 7.414602e-08 5.622520e-08 1.050539e-07 1.020701e-07 4.673747e-06 3.047822e-13
5988 7.467793e-08 5.649366e-08 1.047530e-07 1.027338e-07 4.707327e-06 3.103258e-13
5989 7.533995e-08 5.687245e-08 1.050523e-07 1.040259e-07 4.749102e-06 3.153927e-13
5990 7.613387e-08 5.735697e-08 1.059605e-07 1.059007e-07 4.799187e-06 3.200199e-13
5991 7.700736e-08 5.790974e-08 1.073526e-07 1.080810e-07 4.854288e-06 3.242399e-13
5992 7.791122e-08 5.848798e-08 1.090386e-07 1.103491e-07 4.911301e-06 3.280978e-13
5993 7.840360e-08 5.901760e-08 1.108186e-07 1.124963e-07 4.942232e-06 3.316243e-13
5994 7.883241e-08 5.948317e-08 1.124587e-07 1.142515e-07 4.969143e-06 3.348508e-13
